Block	norm_pos	G1	G2	G3	sample	INV
25	0.735294118	0	0.0125	0.9875	C026-CHA-S06	No
26	0.764705882	0	0.126760563	0.873239437	C026-CHA-S06	No
27	0.794117647	0	0.077922078	0.922077922	C026-CHA-S06	No
28	0.823529412	0	0.368421053	0.631578947	C026-CHA-S06	No
29	0.852941176	0	0.140740741	0.859259259	C026-CHA-S06	No
30	0.882352941	0	0.097222222	0.902777778	C026-CHA-S06	No
31	0.911764706	0	0.094488189	0.905511811	C026-CHA-S06	No
32	0.941176471	0	0.01369863	0.98630137	C026-CHA-S06	INV
33	0.970588235	0.014492754	0.115942029	0.869565217	C026-CHA-S06	No
34	1	1	0	0	C026-CHA-S06	No
0	0	0	0.009615385	0.990384615	C030-CHA-S10	No
1	0.032258065	0.033707865	0.235955056	0.730337079	C030-CHA-S10	INV
2	0.064516129	0	0	1	C030-CHA-S10	No
3	0.096774194	0	0.06231454	0.93768546	C030-CHA-S10	No
4	0.129032258	0	0.063829787	0.936170213	C030-CHA-S10	No
5	0.161290323	0	0.109589041	0.890410959	C030-CHA-S10	No
6	0.193548387	0	0.071428571	0.928571429	C030-CHA-S10	No
7	0.225806452	0	0.025210084	0.974789916	C030-CHA-S10	No
8	0.258064516	0	0.188811189	0.811188811	C030-CHA-S10	No
9	0.290322581	0	0.366336634	0.633663366	C030-CHA-S10	No
10	0.322580645	0	0.37	0.63	C030-CHA-S10	No
11	0.35483871	0	0.310810811	0.689189189	C030-CHA-S10	No
12	0.387096774	0	0.080536913	0.919463087	C030-CHA-S10	No
13	0.419354839	0	0.116883117	0.883116883	C030-CHA-S10	No
14	0.451612903	0	0.111111111	0.888888889	C030-CHA-S10	No
15	0.483870968	0	0.206896552	0.793103448	C030-CHA-S10	No
16	0.516129032	0	0.147058824	0.852941176	C030-CHA-S10	No
17	0.548387097	0	0.215909091	0.784090909	C030-CHA-S10	No
18	0.580645161	0	0.158273381	0.841726619	C030-CHA-S10	No
19	0.612903226	0	0.070588235	0.929411765	C030-CHA-S10	No
20	0.64516129	0	0.147619048	0.852380952	C030-CHA-S10	No
21	0.677419355	0	0.179190751	0.820809249	C030-CHA-S10	No
22	0.709677419	0	0.109677419	0.890322581	C030-CHA-S10	No
23	0.741935484	0	0.088888889	0.911111111	C030-CHA-S10	No
24	0.774193548	0	0.208633094	0.791366906	C030-CHA-S10	No
25	0.806451613	0	0.132075472	0.867924528	C030-CHA-S10	No
26	0.838709677	0	0.202247191	0.797752809	C030-CHA-S10	No
27	0.870967742	0	0.215568862	0.784431138	C030-CHA-S10	No
28	0.903225806	0	0.084033613	0.915966387	C030-CHA-S10	No
29	0.935483871	0	0.013333333	0.986666667	C030-CHA-S10	INV
30	0.967741935	0.015384615	0.123076923	0.861538462	C030-CHA-S10	No
31	1	1	0	0	C030-CHA-S10	No
0	0	0	0.005780347	0.994219653	C043-CHA-N03	No
1	0.03030303	0.026548673	0.283185841	0.690265487	C043-CHA-N03	INV
2	0.060606061	0	0	1	C043-CHA-N03	No
3	0.090909091	0	0.045673077	0.954326923	C043-CHA-N03	No
4	0.121212121	0	0.038167939	0.961832061	C043-CHA-N03	No
5	0.151515152	0	0.068062827	0.931937173	C043-CHA-N03	No
6	0.181818182	0	0.011363636	0.988636364	C043-CHA-N03	No
7	0.212121212	0	0.135135135	0.864864865	C043-CHA-N03	No
8	0.242424242	0	0.095652174	0.904347826	C043-CHA-N03	No
9	0.272727273	0	0.023121387	0.976878613	C043-CHA-N03	No
10	0.303030303	0	0.15	0.85	C043-CHA-N03	No
11	0.333333333	0	0.091666667	0.908333333	C043-CHA-N03	No
12	0.363636364	0	0.128342246	0.871657754	C043-CHA-N03	No
13	0.393939394	0	0.017804154	0.982195846	C043-CHA-N03	No
14	0.424242424	0	0.019607843	0.980392157	C043-CHA-N03	No
15	0.454545455	0	0.168674699	0.831325301	C043-CHA-N03	No
16	0.484848485	0	0.078947368	0.921052632	C043-CHA-N03	No
17	0.515151515	0	0.071428571	0.928571429	C043-CHA-N03	No
18	0.545454545	0	0.128865979	0.871134021	C043-CHA-N03	No
19	0.575757576	0	0.021604938	0.978395062	C043-CHA-N03	No
20	0.606060606	0	0.227848101	0.772151899	C043-CHA-N03	No
21	0.636363636	0	0.08	0.92	C043-CHA-N03	No
22	0.666666667	0	0.12	0.88	C043-CHA-N03	No
23	0.696969697	0	0.066666667	0.933333333	C043-CHA-N03	No
24	0.727272727	0	0.104166667	0.895833333	C043-CHA-N03	No
25	0.757575758	0	0.230769231	0.769230769	C043-CHA-N03	No
26	0.787878788	0	0.046242775	0.953757225	C043-CHA-N03	No
27	0.818181818	0	0.102564103	0.897435897	C043-CHA-N03	No
28	0.848484848	0	0.027777778	0.972222222	C043-CHA-N03	No
29	0.878787879	0	0.103626943	0.896373057	C043-CHA-N03	No
30	0.909090909	0	0.023255814	0.976744186	C043-CHA-N03	INV
31	0.939393939	0.010638298	0.085106383	0.904255319	C043-CHA-N03	No
32	0.96969697	0.230769231	0	0.769230769	C043-CHA-N03	No
33	1	1	0	0	C043-CHA-N03	No
0	0	0	0.008403361	0.991596639	C047-CHA-N07	No
1	0.028571429	0.034090909	0.318181818	0.647727273	C047-CHA-N07	INV
2	0.057142857	0	0	1	C047-CHA-N07	No
3	0.085714286	0	0.071428571	0.928571429	C047-CHA-N07	No
4	0.114285714	0	0.090909091	0.909090909	C047-CHA-N07	No
5	0.142857143	0	0	1	C047-CHA-N07	No
6	0.171428571	0	0.134146341	0.865853659	C047-CHA-N07	No
7	0.2	0	0.049180328	0.950819672	C047-CHA-N07	No
8	0.228571429	0	0.058823529	0.941176471	C047-CHA-N07	No
9	0.257142857	0	0.030769231	0.969230769	C047-CHA-N07	No
10	0.285714286	0	0.087301587	0.912698413	C047-CHA-N07	No
11	0.314285714	0	0.169230769	0.830769231	C047-CHA-N07	No
12	0.342857143	0	0.247787611	0.752212389	C047-CHA-N07	No
13	0.371428571	0	0.263636364	0.736363636	C047-CHA-N07	No
14	0.4	0	0.175	0.825	C047-CHA-N07	No
15	0.428571429	0	0.263157895	0.736842105	C047-CHA-N07	No
16	0.457142857	0	0.220183486	0.779816514	C047-CHA-N07	No
17	0.485714286	0	0.103448276	0.896551724	C047-CHA-N07	No
18	0.514285714	0	0.012232416	0.987767584	C047-CHA-N07	No
19	0.542857143	0	0.18556701	0.81443299	C047-CHA-N07	No
20	0.571428571	0	0.178294574	0.821705426	C047-CHA-N07	No
21	0.6	0	0.180722892	0.819277108	C047-CHA-N07	No
22	0.628571429	0	0.231884058	0.768115942	C047-CHA-N07	No
23	0.657142857	0	0.163265306	0.836734694	C047-CHA-N07	No
24	0.685714286	0	0.168674699	0.831325301	C047-CHA-N07	No
25	0.714285714	0	0.118421053	0.881578947	C047-CHA-N07	No
26	0.742857143	0	0.167785235	0.832214765	C047-CHA-N07	No
27	0.771428571	0	0.090909091	0.909090909	C047-CHA-N07	No
28	0.8	0	0.075949367	0.924050633	C047-CHA-N07	No
29	0.828571429	0	0.184397163	0.815602837	C047-CHA-N07	No
30	0.857142857	0	0.20212766	0.79787234	C047-CHA-N07	No
31	0.885714286	0	0.042735043	0.957264957	C047-CHA-N07	No
32	0.914285714	0	0.101851852	0.898148148	C047-CHA-N07	No
33	0.942857143	0	0.025641026	0.974358974	C047-CHA-N07	INV
34	0.971428571	0.014705882	0.117647059	0.867647059	C047-CHA-N07	No
35	1	1	0	0	C047-CHA-N07	No
0	0	0	0.007751938	0.992248062	C048-CHA-N08	No
1	0.025641026	0.023622047	0.275590551	0.700787402	C048-CHA-N08	INV
2	0.051282051	0	0	1	C048-CHA-N08	No
3	0.076923077	0	0.327272727	0.672727273	C048-CHA-N08	No
4	0.102564103	0	0.131313131	0.868686869	C048-CHA-N08	No
5	0.128205128	0	0.177304965	0.822695035	C048-CHA-N08	No
6	0.153846154	0	0.419047619	0.580952381	C048-CHA-N08	No
7	0.179487179	0	0.309278351	0.690721649	C048-CHA-N08	No
8	0.205128205	0	0.274725275	0.725274725	C048-CHA-N08	No
9	0.230769231	0	0.064516129	0.935483871	C048-CHA-N08	No
10	0.256410256	0	0.009036145	0.990963855	C048-CHA-N08	No
11	0.282051282	0	0.178947368	0.821052632	C048-CHA-N08	No
12	0.307692308	0	0.156069364	0.843930636	C048-CHA-N08	No
13	0.333333333	0	0.384615385	0.615384615	C048-CHA-N08	No
14	0.358974359	0	0.134408602	0.865591398	C048-CHA-N08	No
15	0.384615385	0	0.112676056	0.887323944	C048-CHA-N08	No
16	0.41025641	0	0.22972973	0.77027027	C048-CHA-N08	No
17	0.435897436	0	0.153846154	0.846153846	C048-CHA-N08	No
18	0.461538462	0	0.021978022	0.978021978	C048-CHA-N08	No
19	0.487179487	0	0.205298013	0.794701987	C048-CHA-N08	No
20	0.512820513	0	0.074468085	0.925531915	C048-CHA-N08	No
21	0.538461538	0	0.09375	0.90625	C048-CHA-N08	No
22	0.564102564	0	0.304347826	0.695652174	C048-CHA-N08	No
23	0.58974359	0	0.160714286	0.839285714	C048-CHA-N08	No
24	0.615384615	0	0.011235955	0.988764045	C048-CHA-N08	No
25	0.641025641	0	0.273584906	0.726415094	C048-CHA-N08	No
26	0.666666667	0	0.20625	0.79375	C048-CHA-N08	No
27	0.692307692	0	0.299065421	0.700934579	C048-CHA-N08	No
28	0.717948718	0	0.166666667	0.833333333	C048-CHA-N08	No
29	0.743589744	0	0.137614679	0.862385321	C048-CHA-N08	No
30	0.769230769	0	0.126126126	0.873873874	C048-CHA-N08	No
31	0.794871795	0	0.011904762	0.988095238	C048-CHA-N08	No
32	0.820512821	0	0.111731844	0.888268156	C048-CHA-N08	No
33	0.846153846	0	0.078947368	0.921052632	C048-CHA-N08	No
34	0.871794872	0	0.472222222	0.527777778	C048-CHA-N08	No
35	0.897435897	0	0.120481928	0.879518072	C048-CHA-N08	No
36	0.923076923	0	0.086330935	0.913669065	C048-CHA-N08	No
37	0.948717949	0	0.012987013	0.987012987	C048-CHA-N08	INV
38	0.974358974	0.014084507	0.112676056	0.873239437	C048-CHA-N08	No
39	1	1	0	0	C048-CHA-N08	No
0	0	0	0.009478673	0.990521327	C057-CHA-N17	No
1	0.025641026	0.032608696	0.304347826	0.663043478	C057-CHA-N17	INV
2	0.051282051	0	0.075107296	0.924892704	C057-CHA-N17	No
3	0.076923077	0	0.063157895	0.936842105	C057-CHA-N17	No
4	0.102564103	0	0.094202899	0.905797101	C057-CHA-N17	No
5	0.128205128	0	0.051546392	0.948453608	C057-CHA-N17	No
6	0.153846154	0	0.022026432	0.977973568	C057-CHA-N17	No
7	0.179487179	0	0.088235294	0.911764706	C057-CHA-N17	No
8	0.205128205	0	0.169230769	0.830769231	C057-CHA-N17	No
9	0.230769231	0	0.33	0.67	C057-CHA-N17	No
10	0.256410256	0	0.376237624	0.623762376	C057-CHA-N17	No
11	0.282051282	0	0.171875	0.828125	C057-CHA-N17	No
12	0.307692308	0	0.088757396	0.911242604	C057-CHA-N17	No
13	0.333333333	0	0.103448276	0.896551724	C057-CHA-N17	No
14	0.358974359	0	0.176923077	0.823076923	C057-CHA-N17	No
15	0.384615385	0	0.340425532	0.659574468	C057-CHA-N17	No
16	0.41025641	0	0.3375	0.6625	C057-CHA-N17	No
17	0.435897436	0	0.170940171	0.829059829	C057-CHA-N17	No
18	0.461538462	0	0.136986301	0.863013699	C057-CHA-N17	No
19	0.487179487	0	0.015243902	0.984756098	C057-CHA-N17	No
20	0.512820513	0	0.092592593	0.907407407	C057-CHA-N17	No
21	0.538461538	0	0.155555556	0.844444444	C057-CHA-N17	No
22	0.564102564	0	0.119565217	0.880434783	C057-CHA-N17	No
23	0.58974359	0	0.2	0.8	C057-CHA-N17	No
24	0.615384615	0	0.233532934	0.766467066	C057-CHA-N17	No
25	0.641025641	0	0.282608696	0.717391304	C057-CHA-N17	No
26	0.666666667	0	0.214285714	0.785714286	C057-CHA-N17	No
27	0.692307692	0	0.181818182	0.818181818	C057-CHA-N17	No
28	0.717948718	0	0.140449438	0.859550562	C057-CHA-N17	No
29	0.743589744	0	0	1	C057-CHA-N17	No
30	0.769230769	0	0.111111111	0.888888889	C057-CHA-N17	No
31	0.794871795	0	0.2890625	0.7109375	C057-CHA-N17	No
32	0.820512821	0	0.108108108	0.891891892	C057-CHA-N17	No
33	0.846153846	0	0.369565217	0.630434783	C057-CHA-N17	No
34	0.871794872	0	0.142857143	0.857142857	C057-CHA-N17	No
35	0.897435897	0	0.095890411	0.904109589	C057-CHA-N17	No
36	0.923076923	0	0.098214286	0.901785714	C057-CHA-N17	No
37	0.948717949	0	0.01369863	0.98630137	C057-CHA-N17	INV
38	0.974358974	0.015873016	0.063492063	0.920634921	C057-CHA-N17	No
39	1	1	0	0	C057-CHA-N17	No
0	0	0	0.009708738	0.990291262	C063-CHA-NE03	No
1	0.033333333	0.033333333	0.3	0.666666667	C063-CHA-NE03	INV
2	0.066666667	0	0	1	C063-CHA-NE03	No
3	0.1	0	0.058956916	0.941043084	C063-CHA-NE03	No
4	0.133333333	0	0.06185567	0.93814433	C063-CHA-NE03	No
5	0.166666667	0	0.097222222	0.902777778	C063-CHA-NE03	No
6	0.2	0	0.026785714	0.973214286	C063-CHA-NE03	No
7	0.233333333	0	0.027777778	0.972222222	C063-CHA-NE03	No
8	0.266666667	0	0.088607595	0.911392405	C063-CHA-NE03	No
9	0.3	0	0.194915254	0.805084746	C063-CHA-NE03	No
10	0.333333333	0	0.378378378	0.621621622	C063-CHA-NE03	No
11	0.366666667	0	0.3	0.7	C063-CHA-NE03	No
12	0.4	0	0.225352113	0.774647887	C063-CHA-NE03	No
13	0.433333333	0	0.104575163	0.895424837	C063-CHA-NE03	No
14	0.466666667	0	0.017492711	0.982507289	C063-CHA-NE03	No
15	0.5	0	0.018666667	0.981333333	C063-CHA-NE03	No
16	0.533333333	0	0.194174757	0.805825243	C063-CHA-NE03	No
17	0.566666667	0	0.195530726	0.804469274	C063-CHA-NE03	No
18	0.6	0	0.325	0.675	C063-CHA-NE03	No
19	0.633333333	0	0.171428571	0.828571429	C063-CHA-NE03	No
20	0.666666667	0	0.172619048	0.827380952	C063-CHA-NE03	No
21	0.7	0	0.150943396	0.849056604	C063-CHA-NE03	No
22	0.733333333	0	0.303703704	0.696296296	C063-CHA-NE03	No
23	0.766666667	0	0.104477612	0.895522388	C063-CHA-NE03	No
24	0.8	0	0.41025641	0.58974359	C063-CHA-NE03	No
25	0.833333333	0	0.12295082	0.87704918	C063-CHA-NE03	No
26	0.866666667	0	0.086419753	0.913580247	C063-CHA-NE03	No
27	0.9	0	0.102803738	0.897196262	C063-CHA-NE03	No
28	0.933333333	0	0.018518519	0.981481481	C063-CHA-NE03	INV
29	0.966666667	0.013333333	0.12	0.866666667	C063-CHA-NE03	No
30	1	1	0	0	C063-CHA-NE03	No
0	0	0	0.009478673	0.990521327	C067-CHA-NE07	No
1	0.03030303	0.027522936	0.339449541	0.633027523	C067-CHA-NE07	INV
2	0.060606061	0	0	1	C067-CHA-NE07	No
3	0.090909091	0	0.057142857	0.942857143	C067-CHA-NE07	No
4	0.121212121	0	0.063829787	0.936170213	C067-CHA-NE07	No
5	0.151515152	0	0.094936709	0.905063291	C067-CHA-NE07	No
6	0.181818182	0	0.054347826	0.945652174	C067-CHA-NE07	No
7	0.212121212	0	0.037234043	0.962765957	C067-CHA-NE07	No
8	0.242424242	0	0.137931034	0.862068966	C067-CHA-NE07	No
9	0.272727273	0	0.165517241	0.834482759	C067-CHA-NE07	No
10	0.303030303	0	0.263736264	0.736263736	C067-CHA-NE07	No
11	0.333333333	0	0.471698113	0.528301887	C067-CHA-NE07	No
12	0.363636364	0	0.296703297	0.703296703	C067-CHA-NE07	No
13	0.393939394	0	0.105263158	0.894736842	C067-CHA-NE07	No
14	0.424242424	0	0.018404908	0.981595092	C067-CHA-NE07	No
15	0.454545455	0	0.297029703	0.702970297	C067-CHA-NE07	No
16	0.484848485	0	0.105769231	0.894230769	C067-CHA-NE07	No
17	0.515151515	0	0.201257862	0.798742138	C067-CHA-NE07	No
18	0.545454545	0	0.133333333	0.866666667	C067-CHA-NE07	No
19	0.575757576	0	0.104166667	0.895833333	C067-CHA-NE07	No
20	0.606060606	0	0.28	0.72	C067-CHA-NE07	No
21	0.636363636	0	0.128205128	0.871794872	C067-CHA-NE07	No
22	0.666666667	0	0.010752688	0.989247312	C067-CHA-NE07	No
23	0.696969697	0	0.21875	0.78125	C067-CHA-NE07	No
24	0.727272727	0	0.238095238	0.761904762	C067-CHA-NE07	No
25	0.757575758	0	0.296703297	0.703296703	C067-CHA-NE07	No
26	0.787878788	0	0.162162162	0.837837838	C067-CHA-NE07	No
27	0.818181818	0	0.10625	0.89375	C067-CHA-NE07	No
28	0.848484848	0	0.084848485	0.915151515	C067-CHA-NE07	No
29	0.878787879	0	0	1	C067-CHA-NE07	No
30	0.909090909	0	0.109090909	0.890909091	C067-CHA-NE07	No
31	0.939393939	0	0	1	C067-CHA-NE07	INV
32	0.96969697	0.014285714	0.1	0.885714286	C067-CHA-NE07	No
33	1	1	0	0	C067-CHA-NE07	No
0	0	0	0.008438819	0.991561181	C071-CHA-NE11	No
1	0.033333333	0.032608696	0.293478261	0.673913043	C071-CHA-NE11	INV
2	0.066666667	0	0	1	C071-CHA-NE11	No
3	0.1	0	0.063583815	0.936416185	C071-CHA-NE11	No
4	0.133333333	0	0.063829787	0.936170213	C071-CHA-NE11	No
5	0.166666667	0	0.107913669	0.892086331	C071-CHA-NE11	No
6	0.2	0	0.055900621	0.944099379	C071-CHA-NE11	No
7	0.233333333	0	0.025316456	0.974683544	C071-CHA-NE11	No
8	0.266666667	0	0.2	0.8	C071-CHA-NE11	No
9	0.3	0	0.365591398	0.634408602	C071-CHA-NE11	No
10	0.333333333	0	0.373737374	0.626262626	C071-CHA-NE11	No
11	0.366666667	0	0.28	0.72	C071-CHA-NE11	No
12	0.4	0	0.096774194	0.903225806	C071-CHA-NE11	No
13	0.433333333	0	0.123376623	0.876623377	C071-CHA-NE11	No
14	0.466666667	0	0.146341463	0.853658537	C071-CHA-NE11	No
15	0.5	0	0.206896552	0.793103448	C071-CHA-NE11	No
16	0.533333333	0	0.144329897	0.855670103	C071-CHA-NE11	No
17	0.566666667	0	0.225	0.775	C071-CHA-NE11	No
18	0.6	0	0.164285714	0.835714286	C071-CHA-NE11	No
19	0.633333333	0	0.06741573	0.93258427	C071-CHA-NE11	No
20	0.666666667	0	0.198757764	0.801242236	C071-CHA-NE11	No
21	0.7	0	0.096551724	0.903448276	C071-CHA-NE11	No
22	0.733333333	0	0.083333333	0.916666667	C071-CHA-NE11	No
23	0.766666667	0	0.196969697	0.803030303	C071-CHA-NE11	No
24	0.8	0	0.162162162	0.837837838	C071-CHA-NE11	No
25	0.833333333	0	0.192771084	0.807228916	C071-CHA-NE11	No
